Area Code,Area,Year,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",Coefficient of human inequality,Difference from HDI value (%),Expected Years of Schooling (years),"Expected Years of Schooling, female (years)","Expected Years of Schooling, male (years)",Gender Development Index (value),Gender Inequality Index (value),"Gross National Income Per Capita, female (2017 PPP$)","Gross National Income Per Capita, male (2017 PPP$)",Gross National Income Per Capita (2017 PPP$),Human Development Index (value),HDI female,HDI male,Inequality-adjusted Human Development Index (value),Inequality in eduation,Inequality in income,Inequality in life expectancy,Life Expectancy at Birth (years),"Life Expectancy at Birth, female (years)","Life Expectancy at Birth, male (years)","Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)",Overall loss (%),Material footprint per capita (tonnes),"Maternal Mortality Ratio (deaths per 100,000 live births)",Mean Years of Schooling (years),"Mean Years of Schooling, female (years)","Mean Years of Schooling, male (years)",Planetary pressures–adjusted Human Development Index (value),"Population, total (millions)","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)","Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)"
233,Burkina Faso,2020,112.228,38.02201733,1.121076233,8.777890205,8.711700439,8.846420288,0.879,0.627,1432.749847,2527.701039,1978.05252,0.446,0.415457663,0.472463463,0.275,38.6481,43.38111,32.036842,59.731,61.598,57.787,30.64,44.63,38.34080717,2.5999,263.7554049,2.318685239,1.634014826,3.090802176,0.441,21.522626,6.299212598,93.7007874,11.1812398,20.34372055
233,Burkina Faso,2021,110.509,40.27115633,1.123595506,8.733340263,8.751199722,8.720780373,0.88,0.627,1470.538559,2652.408029,2059.353254,0.445,0.415146563,0.471982279,0.265,46.07097,43.38111,31.361389,59.27,60.99,57.474,27.54,40.97,40.4494382,2.5363,263.7554049,2.318685239,1.634014826,3.090802176,0.44,22.1006835,6.299212598,93.7007874,11.1812398,20.34372055
29,Burundi,2017,56.593,35.785465,0.710900474,10.48184967,10.48449993,10.48097992,0.924,0.505,679.5046688,824.0077948,751.1939755,0.422,0.40492511,0.438249299,0.27,39.48821,39.51852,28.349665,61.553,63.302,59.764,79.04,78.42,36.01895735,1.6849,499.1333432,2.804970026,2.225189924,3.45607996,0.419,11.155593,37.80487805,62.19512195,7.094629765,11.72562027
29,Burundi,2018,56.272,35.58537,0.712589074,10.24604034,10.34484959,10.14888,0.927,0.506,669.1788088,816.2835699,742.1792364,0.421,0.404736464,0.436781691,0.27,39.48821,39.51852,27.74938,61.688,63.524,59.821,78.78,78.59,35.86698337,1.8039,517.9052624,2.962684561,2.354719483,3.64857929,0.418,11.4934725,38.75,61.25,7.438916313,12.36862302
29,Burundi,2019,54.856,35.335892,0.709219858,10.10524225,10.26871963,9.945922934,0.929,0.499,657.8390364,807.3323674,732.0425962,0.423,0.407106648,0.438197992,0.272,39.48821,39.51852,27.000946,62.351,64.347,60.339,78.51,78.77,35.69739953,1.6805,479.2901456,3.129266883,2.491789031,3.851800592,0.42,11.874838,38.75,61.25,7.799910319,13.04688639
29,Burundi,2020,54.36,35.060935,0.715990453,9.966378953,10.19314993,9.747024594,0.967,0.501,721.8421116,710.0386099,715.9823911,0.419,0.41247794,0.426658789,0.271,39.48821,39.51852,26.176075,61.566,63.675,59.465,78.25,78.94,35.3221957,1.844,494.4297813,3.305215598,2.636837474,4.066341066,0.416,12.2202265,38.88888889,61.11111111,8.178422559,13.76234396
29,Burundi,2021,53.621,34.87104967,0.715990453,9.966378953,10.19314993,9.747024594,0.927,0.501,639.7495802,794.3112574,716.4907921,0.419,0.403687174,0.435493523,0.272,39.48821,39.51852,25.606419,61.663,63.609,59.711,77.99,79.12,35.08353222,1.67,494.4297813,3.305215598,2.636837474,4.066341066,0.416,12.551213,38.88888889,61.11111111,8.178422559,13.76234396
35,Cabo Verde,2017,62.571,27.716062,,12.11571026,12.43093967,11.81033039,0.985,0.356,5371.514022,8470.498015,6912.81087,0.668,0.660249617,0.670577014,0.473,27.3887,45.38292,10.376566,76.593,80.694,72.176,52.15,66.35,29.19161677,,39.62307016,5.934049202,5.668081467,6.195845309,,0.564954,23.61111111,76.38888889,28.5448386,31.25873627
35,Cabo Verde,2018,57.389,27.573817,,11.8648901,12.16748047,11.57098961,0.984,0.365,5512.657745,8817.895672,7156.505873,0.664,0.656180516,0.667002758,0.471,27.3887,45.38292,9.949831,75.733,79.875,71.344,48.72,62.5,29.06626506,,48.02332199,5.986045818,5.714481597,6.240276925,,0.5712015,23.61111111,76.38888889,28.63967425,31.39998598
35,Cabo Verde,2019,56.453,27.42363937,,11.69658292,11.97196932,11.42847829,0.985,0.353,5931.860868,9378.992669,7646.222457,0.667,0.659709394,0.669938593,0.474,27.3887,45.38292,9.4992981,76.004,80.183,71.57,50.53,64.46,28.93553223,,42.0967029,6.038042434,5.760881726,6.284708541,,0.5770305,23.61111111,76.38888889,28.7345099,31.54123569
35,Cabo Verde,2020,55.952,27.26998017,,11.53066323,11.77959971,11.28772218,0.982,0.351,4670.952119,7534.793937,6095.131454,0.649,0.641179163,0.652923535,0.462,27.3887,45.38292,9.0383205,74.808,79.16,70.333,48.58,63.61,28.81355932,,42.24144007,6.09003905,5.807281856,6.329140157,,0.58264,25.0,75.0,28.82934555,31.68248541
35,Cabo Verde,2021,55.228,27.18866037,,11.53066323,11.77959971,11.28772218,0.981,0.326,4901.415651,8115.058055,6499.392743,0.65,0.641171958,0.653541344,0.463,27.3887,45.38292,8.7943611,74.052,78.457,69.589,46.71,62.76,28.76923077,,42.24144007,6.09003905,5.807281856,6.329140157,,0.587925,38.88888889,61.11111111,28.82934555,31.68248541
115,Cambodia,2017,48.05,26.737726,3.614457831,11.5119267,11.03135802,11.99249538,0.908,0.491,3233.157681,4314.872925,3768.480773,0.581,0.55356632,0.609555972,0.424,27.30485,35.81779,17.090538,70.515,72.689,68.213,76.41,86.84,27.02237522,8.7043,203.7509521,4.23623991,3.359189987,5.320440054,0.56,15.8306885,18.47826087,81.52173913,12.62488174,24.88286858
115,Cambodia,2018,47.823,26.59867333,3.741496599,11.52826715,11.12961559,11.92691871,0.908,0.491,3312.932765,4659.453955,3979.335216,0.588,0.560134557,0.616714866,0.429,27.30485,35.81779,16.67338,70.561,72.778,68.226,73.18,84.89,27.04081633,9.0837,209.2237764,4.517304897,3.616019964,5.599830031,0.566,16.0252385,19.2513369,80.7486631,12.96994066,25.21701469
115,Cambodia,2019,46.894,26.45777667,3.859060403,11.5446076,11.22787317,11.86134203,0.923,0.492,3774.162565,4609.908814,4187.775988,0.596,0.572285793,0.619805589,0.436,27.30485,35.81779,16.25069,70.692,72.873,68.4,69.94,82.94,26.84563758,8.8,214.1864057,4.798369884,3.872849941,5.879220009,0.573,16.207746,19.2513369,80.7486631,13.31499958,25.55116081
115,Cambodia,2020,46.341,26.32600567,3.859060403,11.56094805,11.32613074,11.79576536,0.926,0.489,3594.309207,4618.352351,4101.153172,0.596,0.573872126,0.619654434,0.437,27.30485,35.81779,15.855377,70.416,72.724,67.999,77.13,87.87,26.67785235,8.7491,217.983153,4.997735023,4.123239994,6.039839983,0.573,16.3968605,18.71657754,81.28342246,14.88186502,27.28203011
115,Cambodia,2021,45.453,26.42913933,4.697986577,11.56094805,11.32613074,11.79576536,0.935,0.484,3650.585638,4607.820342,4124.445747,0.596,0.576549498,0.616734568,0.436,28.10307,35.81779,15.366558,69.584,72.291,66.819,73.73,85.82,26.84563758,10.8103,217.983153,5.197100163,4.373630047,6.200459957,0.568,16.5890235,19.78609626,80.21390374,16.44873047,29.0128994
32,Cameroon,2017,118.239,39.061838,1.916376307,12.43191341,11.64058956,13.22158901,0.884,0.572,2924.393714,4327.011694,3623.474405,0.574,0.537841379,0.608174286,0.345,32.95967,52.85953,31.366314,60.81,62.163,59.465,62.61,75.12,39.89547038,4.5856,442.9735063,6.267647624,5.300301105,7.349313736,0.563,24.3931815,27.14285714,72.85714286,23.66868353,39.36664104
32,Cameroon,2018,116.168,38.402093,1.893287435,12.74054294,11.9765851,13.50433779,0.891,0.565,2938.96,4391.346007,3663.001957,0.581,0.546606486,0.613378862,0.352,31.71699,52.85953,30.629759,61.18,62.783,59.602,61.98,75.11,39.41480207,4.4415,423.89329,6.419710159,5.500579834,7.454679966,0.57,25.0767465,29.28571429,70.71428571,23.28347969,38.29405975
32,Cameroon,2019,114.532,38.19038367,1.706484642,13.05683437,12.32227887,13.79313327,0.892,0.564,2982.959451,4371.474062,3675.295147,0.586,0.55252653,0.619145455,0.357,31.71699,52.85953,29.994631,61.584,62.996,60.186,63.32,75.26,39.07849829,4.3138,439.7675072,6.47855597,5.567263892,7.506187189,0.576,25.782341,29.28571429,70.71428571,23.90886241,38.80692663
32,Cameroon,2020,111.522,37.90599533,1.709401709,13.38097793,12.67795079,14.08810474,0.902,0.558,2949.015343,4218.171696,3581.920676,0.585,0.554424622,0.614991423,0.357,31.71699,52.85953,29.141466,60.833,62.633,59.081,65.17,75.62,38.97435897,4.154,437.7528524,6.537401781,5.633947949,7.557694411,0.575,26.4910865,31.07142857,68.92857143,24.53424513,39.3197935
32,Cameroon,2021,110.378,37.686745,1.721170396,13.38097793,12.67795079,14.08810474,0.9,0.556,2875.34109,4074.325768,3473.286903,0.581,0.550200005,0.611157005,0.356,31.71699,52.85953,28.483715,60.333,62.018,58.69,66.82,76.83,38.72633391,4.0474,437.7528524,6.537401781,5.633947949,7.557694411,0.571,27.198628,31.07142857,68.92857143,24.53424513,39.3197935
33,Canada,2017,8.054,8.146148233,24.21959096,15.99886036,16.51124001,15.51482964,0.986,0.096,38271.22662,57273.86504,47702.7145,0.929,0.92163864,0.934999811,0.851,2.52058,17.51309,4.4047747,82.019,84.103,79.891,61.54,70.68,8.396124865,39.8296,12.57895622,13.76600456,13.82474017,13.7031681,0.704,36.5543475,30.11494253,69.88505747,97.58429791,97.35453443
33,Canada,2018,7.094,7.851001233,23.22580645,15.93410969,16.43120956,15.46500015,0.986,0.079,38869.1006,57514.06679,48127.69888,0.93,0.922157405,0.935384815,0.855,2.31069,16.75185,4.4904637,82.051,84.095,79.972,61.42,70.28,8.064516129,36.6941,11.00096854,13.80017348,13.86978616,13.72549292,0.714,37.035254,31.66287016,68.33712984,97.64397033,97.43436595
33,Canada,2019,6.888,7.536452333,22.63948498,15.93334007,16.43434906,15.45998955,0.987,0.075,39505.10764,57794.48668,48591.23289,0.932,0.925143161,0.937356975,0.86,2.31216,15.98202,4.315177,82.363,84.419,80.277,61.7,70.51,7.725321888,35.4978,11.15627462,13.83442722,13.91497893,13.74785411,0.721,37.5225845,33.18284424,66.81715576,97.70364275,97.51419746
33,Canada,2020,6.985,7.504313967,22.52155172,15.94466972,16.47273064,15.44532967,0.988,0.075,37380.4382,54381.72428,45828.21773,0.928,0.92157509,0.933000011,0.857,2.31216,15.98202,4.2187619,82.047,84.104,79.98,59.81,68.94,7.650862069,38.1332,11.01286682,13.86876597,13.96031896,13.77025173,0.719,37.888705,33.640553,66.359447,97.76331517,97.59402898
33,Canada,2021,6.978,7.4669231,22.1627409,15.96065044,16.53586006,15.41615009,0.989,0.074,39339.66934,56632.34143,47932.75186,0.934,0.92763031,0.937899101,0.862,2.31216,15.98202,4.1065893,82.656,84.671,80.621,61.05,69.84,7.708779443,36.5027,11.01286682,13.86876597,13.96031896,13.77025173,0.727,38.155012,34.41860465,65.58139535,97.76331517,97.59402898
37,Central African Republic,2017,161.927,45.12706267,1.055408971,6.85413043,5.697087595,7.983425842,,,,,882.3773803,0.379,,,0.202,34.5496,62.02571,38.805878,53.721,56.051,51.552,,,46.70184697,2.8235,904.2281115,3.88244216,2.550376325,5.396648318,0.375,4.996741,8.571428571,91.42857143,13.42,31.08
37,Central African Republic,2018,162.886,45.13982133,1.03626943,6.995129001,5.826704942,8.133413494,,,,,924.1299643,0.386,,,0.206,35.19785,62.02571,38.195904,54.369,56.587,52.285,,,46.63212435,2.8671,867.6341344,3.906016074,2.585798218,5.402449087,0.382,5.09478,8.571428571,91.42857143,13.68,31.32
37,Central African Republic,2019,162.614,44.843474,0.767263427,7.139028099,5.959271279,8.286219021,,,,,930.6433366,0.391,,,0.21,35.19785,62.02571,37.306862,55.025,57.106,53.048,,,46.2915601,1.9798,847.285413,3.929589987,2.621220112,5.408249855,0.388,5.2093245,8.571428571,91.42857143,13.94,31.56
37,Central African Republic,2020,160.744,44.49260333,1.028277635,7.285887393,6.094853701,8.441895364,,,,,900.8032793,0.389,,,0.21,35.19785,62.02571,36.25425,54.604,56.757,52.582,,,46.01542416,3.077,835.266007,3.9531639,2.656642005,5.414050624,0.385,5.34302,8.571428571,91.42857143,14.2,31.8
37,Central African Republic,2021,160.507,38.89799667,1.291989664,7.285887393,6.094853701,8.441895364,,,,,900.4155606,0.387,,,0.236,35.19785,45.46914,36.027,53.895,56.303,51.645,,,39.01808786,3.1953,835.266007,3.9531639,2.656642005,5.414050624,0.382,5.4571545,12.85714286,87.14285714,14.2,31.8
39,Chad,2017,148.497,44.11368933,3.084832905,7.717970663,6.318991084,9.085570832,,,,,1559.084518,0.389,,,0.217,42.9501,47.86935,41.521618,52.308,53.752,50.898,,,44.2159383,8.4384,1094.527643,2.139181972,1.179454017,3.252740049,0.377,15.085884,12.76595745,87.23404255,3.794124031,15.30684776
39,Chad,2018,144.658,43.88953,3.307888041,7.870777277,6.490093461,9.222861567,0.785,0.698,1221.633536,1857.024651,1540.542282,0.393,0.344440512,0.438631626,0.22,42.9501,47.86935,40.84914,52.825,54.317,51.372,49.29,72.77,44.02035623,8.8642,1076.163983,2.185975969,1.216182017,3.32312007,0.38,15.60421,15.25423729,84.74576271,3.751107049,15.18803368
39,Chad,2019,143.448,40.44493233,3.266331658,8.026609279,6.66582886,9.362226882,0.772,0.7,1087.063444,1985.467771,1538.014243,0.398,0.344202436,0.445708825,0.237,42.9329,38.23162,40.170277,53.259,54.908,51.664,48.77,72.66,40.45226131,8.6966,1047.296875,2.232769966,1.252910018,3.39350009,0.385,16.126866,14.88095238,85.11904762,3.708090067,15.06921959
39,Chad,2020,141.338,40.14246733,3.282828283,8.185526568,6.846322732,9.503698126,0.774,0.697,1046.374627,1890.295798,1469.992398,0.396,0.343697315,0.443837735,0.237,42.9329,38.23162,39.262882,52.777,54.396,51.218,49.96,73.6,40.15151515,9.3453,1063.493291,2.282753488,1.2932629,3.46862315,0.383,16.6447015,15.43209877,84.56790123,3.666509381,14.95313718
39,Chad,2021,138.306,39.90778967,3.307888041,8.185526568,6.846322732,9.503698126,0.776,0.661,1002.873273,1803.560941,1404.785882,0.393,0.341208869,0.439826949,0.236,42.9329,38.23162,38.558849,52.525,54.283,50.845,51.14,74.98,39.94910941,8.9975,1063.493291,2.282753488,1.2932629,3.46862315,0.38,17.17974,32.25806452,67.74193548,3.666509381,14.95313718
40,Chile,2017,27.979,15.41184067,7.728337237,16.53348923,16.76623917,16.30685997,0.966,0.252,17166.1294,30117.80402,23592.6732,0.854,0.836738455,0.866416672,0.714,7.50019,33.01233,5.723002,80.35,82.601,78.015,48.75,71.53,16.39344262,13.3308,14.73754452,10.59051991,10.48243999,10.71918964,0.788,18.368577,15.82278481,84.17721519,77.73000336,81.06999969
40,Chile,2018,24.292,15.46759547,8.528037383,16.60621071,16.86310959,16.35614967,0.966,0.219,17175.73312,31030.62681,24051.74655,0.856,0.839363834,0.868748857,0.716,7.50019,33.01233,5.8902664,80.133,82.527,77.684,49.31,70.81,16.35514019,15.6913,15.13550569,10.76136507,10.66036881,10.88148709,0.783,18.7014505,22.72727273,77.27272727,79.21000163,82.18666585
40,Chile,2019,24.127,15.43620607,8.032596042,16.64357948,16.88459969,16.40880966,0.968,0.214,17377.7308,30503.28176,23892.70513,0.859,0.843105789,0.871349472,0.718,7.50019,33.01233,5.7960982,80.326,82.711,77.894,49.49,70.11,16.41443539,13.6129,14.60006402,10.9349663,10.84131778,11.04624186,0.79,19.0394855,22.72727273,77.27272727,80.6899999,83.30333201
40,Chile,2020,24.08,16.5940904,7.53828033,16.34049988,16.57752037,16.10942078,0.969,0.22,15478.8901,27628.20856,21509.35879,0.849,0.832835343,0.859809105,0.695,7.14453,37.73972,4.8980212,79.377,82.041,76.745,45.57,67.71,18.13898704,13.7031,15.03073946,11.11136804,11.02533818,11.21349116,0.785,19.3003145,22.72727273,77.27272727,82.16999817,84.41999817
40,Chile,2021,24.082,16.5973593,8.644859813,16.76792908,17.08077049,16.46307945,0.969,0.197,17091.91099,30713.80352,23852.84341,0.856,0.840088975,0.867273287,0.701,7.14453,37.73972,4.9078279,78.944,81.437,76.472,46.69,68.94,18.10747664,15.8623,15.03073946,11.11136804,11.02533818,11.21349116,0.782,19.4931845,32.68292683,67.31707317,82.16999817,84.41999817
351,China,2017,14.901,16.4986273,12.68163804,14.46156865,14.80338297,14.1631273,0.952,0.205,10546.19399,17737.68369,14224.86876,0.757,0.736928401,0.773820827,0.627,11.6796,31.23166,6.5846219,77.248,80.321,74.433,55.28,76.18,17.17305152,22.6973,21.87205234,7.680265188,6.844154835,8.486800373,0.661,1410.275957,24.24760602,75.75239398,75.44187634,83.33159537
351,China,2018,13.325,16.076883,12.79373368,14.70941905,15.08244022,14.38411802,0.951,0.19,11187.75119,18775.60228,15067.74311,0.766,0.745454959,0.784104526,0.637,10.2931,31.73748,6.200069,77.744,80.637,75.046,55.5,76.29,16.84073107,22.5797,20.35598388,7.816520214,6.930009842,8.670630455,0.668,1417.069469,24.89932886,75.10067114,76.86191166,84.34299741
351,China,2019,12.939,15.61708613,12.77419355,14.96151725,15.36675796,14.6085569,0.957,0.187,11861.09964,19828.51349,15933.62146,0.775,0.756357044,0.790336991,0.648,10.2931,30.6945,5.8636584,77.968,80.816,75.298,55.63,76.13,16.38709677,21.9436,20.3974991,7.960391283,7.250152111,8.670630455,0.676,1421.864031,24.94117647,75.05882353,78.28194698,85.35439944
351,China,2020,11.73,15.4707191,13.18822023,15.21793605,15.65643534,14.83649776,0.963,0.19,11898.57196,20254.95396,16167.83072,0.781,0.76423875,0.793824029,0.654,10.2931,30.56138,5.5576773,78.077,81.058,75.305,53.17,74.04,16.26120359,23.0891,23.04763188,8.106910446,7.543190438,8.670630455,0.678,1424.929781,24.94117647,75.05882353,79.70198229,86.36580148
351,China,2021,11.048,15.2812796,13.63057325,15.21793605,15.65643534,14.83649776,0.963,0.185,12909.78784,21898.11656,17499.16075,0.785,0.768986354,0.798417518,0.659,10.2931,30.28756,5.2631788,78.211,81.155,75.463,53.76,74.54,16.05095541,23.9471,23.04763188,8.106910446,7.543190438,8.670630455,0.678,1425.893465,24.94117647,75.05882353,79.70198229,86.36580148
44,Colombia,2017,66.226,21.90516687,4.183006536,14.73616982,14.99888039,14.47852993,0.992,0.418,11558.86021,16683.99103,14089.49252,0.765,0.76106463,0.767502305,0.591,19.1068,36.80381,9.8048906,76.646,79.535,73.759,54.5,78.42,22.74509804,8.2403,71.44645007,8.362985134,8.50597477,8.207935333,0.733,48.3516705,19.7761194,80.2238806,54.27999878,51.75
44,Colombia,2018,63.885,21.8783383,4.177545692,14.62864017,14.86277008,14.39853954,0.991,0.409,11517.46037,16675.50388,14064.30242,0.766,0.761916002,0.768632231,0.592,18.5921,37.45435,9.5885649,76.748,79.66,73.842,53.42,78.01,22.7154047,8.5268,63.14634924,8.504469872,8.659779549,8.336290359,0.734,49.2769615,18.99641577,81.00358423,55.75,53.02000046
44,Colombia,2019,61.82,22.41956453,4.036458333,14.52388,14.72451973,14.32800961,0.991,0.408,11697.849,16955.41488,14293.69558,0.768,0.763438719,0.770124705,0.587,18.1042,39.7147,9.4397936,76.752,79.721,73.8,52.58,77.02,23.56770833,8.0413,65.44106801,8.643030167,8.809829712,8.462630272,0.737,50.1874065,19.56521739,80.43478261,57.15999985,54.34999847
44,Colombia,2020,59.708,23.44910863,4.100529101,14.3924799,15.14682961,14.08670998,0.988,0.417,9473.565497,17063.07909,13219.78107,0.756,0.75151034,0.760390861,0.567,17.2045,43.99135,9.1514759,74.769,78.136,71.537,51.2,76.39,25.0,8.238,74.76289736,8.862859726,9.016329765,8.697070122,0.725,50.9306625,19.63636364,80.36363636,58.84999847,56.54000092
44,Colombia,2021,59.034,23.52222143,4.255319149,14.43749046,14.67448044,14.20670033,0.999,0.416,11820.31017,17054.68771,14402.64416,0.752,0.751060581,0.751448973,0.563,17.2045,43.99135,9.3708143,72.83,76.442,69.404,51.78,77.68,25.13297872,8.5986,74.76289736,8.862859726,9.016329765,8.697070122,0.72,51.516562,19.63636364,80.36363636,59.72999954,57.13999939
45,Comoros,2017,61.519,42.66902,,12.29682963,12.38756829,12.22124441,0.897,,2199.66335,4305.156843,3255.316793,0.571,0.537383842,0.599345552,0.322,47.61438,52.44411,27.94857,63.625,65.986,61.455,36.51,58.01,43.60770578,,240.58492,5.54919706,4.581556465,6.621312678,,0.761664,6.060606061,93.93939394,,
45,Comoros,2018,61.58,42.48150867,,12.53898975,12.70769779,12.39303104,0.901,,2272.308424,4345.526454,3312.495367,0.578,0.545754902,0.605753914,0.327,47.61438,52.44411,27.386036,63.912,66.195,61.808,37.66,58.35,43.42560554,,243.5651642,5.760965972,4.78590536,6.842190282,,0.7763135,6.060606061,93.93939394,,
45,Comoros,2019,60.615,42.30217833,,12.78591871,13.03610033,12.56723237,0.905,,2302.486376,4301.852547,3306.297177,0.584,0.552701225,0.610489071,0.331,47.61438,52.44411,26.848045,64.068,66.306,62.009,38.82,58.68,43.32191781,,236.5963087,5.980816426,4.999368727,7.070436049,,0.790986,6.060606061,93.93939394,,
45,Comoros,2020,59.166,42.046365,,13.03771042,13.37298971,12.74388235,0.912,,2288.196599,4177.844126,3237.28643,0.588,0.559337207,0.613146444,0.334,47.61438,52.44411,26.080605,64.166,66.593,61.975,39.97,59.02,43.19727891,,216.9537272,6.209056832,5.222353096,7.306295772,,0.806166,16.66666667,83.33333333,,
45,Comoros,2021,58.173,41.879252,,13.03771042,13.37298971,12.74388235,0.918,,2392.373662,4087.198831,3243.685399,0.585,0.55870318,0.60857634,0.333,47.61438,52.44411,25.579266,63.417,65.827,61.245,41.13,59.35,43.07692308,,216.9537272,6.209056832,5.222353096,7.306295772,,0.8216255,16.66666667,83.33333333,,
46,Congo,2017,109.817,32.946497,2.333333333,11.65292155,11.93074838,11.41074614,0.894,0.603,2396.464313,4610.421147,3501.636816,0.6,0.564071579,0.631015202,0.39,20.93222,55.11418,22.793091,63.76,65.135,62.392,40.02,62.43,35.0,4.6529,365.7711417,8.194480868,7.164717629,9.351258718,0.586,5.3123395,13.96396396,86.03603604,31.24608266,49.12915967
46,Congo,2018,108.379,32.79805567,2.32172471,11.90207278,12.27648682,11.57478321,0.894,0.604,2362.100025,4589.195069,3474.033423,0.603,0.56722391,0.63447373,0.393,20.93222,55.11418,22.347767,64.053,65.267,62.834,39.62,62.42,34.82587065,4.21,370.0605217,8.21317144,7.190536432,9.362348263,0.589,5.441062,13.96396396,86.03603604,31.52447373,49.4353796
46,Congo,2019,106.697,33.28715433,2.348993289,12.15655111,12.63224433,11.74117842,0.9,0.589,2224.358206,4238.608929,3230.177098,0.596,0.562149653,0.624712221,0.385,20.93222,55.11418,23.815063,62.747,64.165,61.346,40.48,62.55,35.40268456,4.1611,292.1209257,8.231862013,7.216355234,9.373437807,0.582,5.5707325,13.63636364,86.36363636,31.80286479,49.74159953
46,Congo,2020,104.81,32.49021067,2.173913043,12.41647044,12.99831126,11.90996567,0.907,0.584,2061.778912,3834.653035,2947.117055,0.598,0.566446747,0.624785799,0.39,20.93222,55.11418,21.424232,63.785,65.397,62.212,41.66,62.85,34.7826087,3.5985,282.3857526,8.250552585,7.242174036,9.384527352,0.585,5.702174,13.63636364,86.36363636,32.08125585,50.04781946
46,Congo,2021,103.633,32.34441433,2.173913043,12.41647044,12.99831126,11.90996567,0.905,0.583,2138.207676,3940.184407,3038.124886,0.598,0.566659753,0.625921253,0.392,20.93222,55.11418,20.986843,63.519,64.935,62.124,42.71,63.85,34.44816054,3.6896,282.3857526,8.250552585,7.242174036,9.384527352,0.585,5.835806,13.63636364,86.36363636,32.08125585,50.04781946
250,Democratic Republic of the Congo,2017,112.84,35.389357,0.639658849,9.390876421,8.894754104,9.933725035,0.86,0.641,841.6856149,1150.091235,994.636615,0.469,0.433770708,0.504378417,0.301,26.76947,44.81499,34.583611,59.411,61.107,57.723,61.13,67.89,35.82089552,1.7728,570.218333,6.903520107,5.398739815,8.582415104,0.466,84.283273,8.166666667,91.83333333,35.90337372,64.77436829
250,Democratic Republic of the Congo,2018,111.573,35.150633,0.632911392,9.453330315,9.108254117,9.868421258,0.866,0.638,852.5602011,1163.660755,1006.872209,0.474,0.440509964,0.50843757,0.305,26.76947,44.81499,33.867439,59.942,61.767,58.133,60.85,67.51,35.65400844,1.8737,543.478199,7.047560215,5.52271986,8.791210175,0.471,87.087355,8.166666667,91.83333333,35.0763588,63.73593903
250,Democratic Republic of the Congo,2019,110.747,34.977779,0.840336134,9.516199559,9.326878753,9.803546785,0.877,0.618,845.7388232,1152.918455,998.122451,0.476,0.445575614,0.508229977,0.308,26.76947,44.81499,33.348877,60.276,62.243,58.335,60.57,67.13,35.29411765,2.0014,540.7022849,7.126862507,5.686046513,8.804520107,0.472,89.9068905,11.98686371,88.01313629,36.88442024,64.71474109
250,Democratic Republic of the Congo,2020,109.898,34.659314,0.838574423,9.579486913,9.550751016,9.739098794,0.887,0.608,871.1689295,1164.986617,1016.936704,0.477,0.449407427,0.506391117,0.309,26.76947,44.81499,32.393482,59.739,61.7,57.818,60.29,66.75,35.22012579,2.1621,547.360277,7.206164799,5.849373167,8.817830039,0.473,92.8531645,14.28571429,85.71428571,38.78568082,65.70857476
250,Democratic Republic of the Congo,2021,108.962,34.41483533,0.842105263,9.579486913,9.550751016,9.739098794,0.891,0.608,868.9089528,1181.242483,1023.863411,0.475,0.448542778,0.503687483,0.309,26.76947,44.81499,31.660046,59.193,61.521,56.953,60.01,66.37,34.94736842,2.0969,547.360277,7.206164799,5.849373167,8.817830039,0.471,95.8941185,14.28571429,85.71428571,38.78568082,65.70857476
48,Costa Rica,2017,53.783,17.6761146,5.625,15.06278992,15.66827011,14.4888401,0.982,0.277,13971.67228,24233.46492,19114.77105,0.8,0.790622823,0.805282551,0.65,11.9393,35.09852,5.9905238,79.377,81.76,77.07,45.66,73.92,18.75,12.7897,18.71924927,8.643780231,8.737789631,8.537819862,0.755,4.9938415,35.0877193,64.9122807,46.52999878,44.72000122
48,Costa Rica,2018,51.147,17.56054087,4.975124378,15.22842026,15.77196026,14.71294022,0.986,0.252,14559.18611,24243.58076,19411.1913,0.804,0.796473294,0.808154204,0.654,11.58937,35.24553,5.8467226,79.484,82.083,76.996,48.42,75.89,18.65671642,11.2493,17.98992125,8.72317028,8.834739685,8.596690178,0.764,5.040734,45.61403509,54.38596491,47.18999863,44.77000046
48,Costa Rica,2019,44.882,17.5011435,5.42540074,15.8384304,16.39509964,15.31027031,0.988,0.239,15169.49551,23985.40837,19584.57771,0.811,0.804654857,0.814700425,0.661,11.57678,35.22054,5.7061105,79.427,81.953,77.002,52.51,75.93,18.49568434,12.4835,18.69613441,8.763615131,8.863564968,8.649469852,0.767,5.0845315,45.61403509,54.38596491,48.09999847,46.68000031
48,Costa Rica,2020,38.024,17.23041847,4.932182491,16.09200378,16.66074974,15.55136609,0.994,0.241,15240.32489,22014.77289,18631.60779,0.811,0.807686915,0.812472646,0.663,11.27861,34.53159,5.8810554,79.277,81.912,76.751,48.42,72.74,18.24907522,11.5071,22.00380558,8.804059982,8.892390251,8.702249527,0.771,5.123105,45.61403509,54.38596491,48.18999863,45.97000122
