Area Code,Area,Year,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",Coefficient of human inequality,Difference from HDI value (%),Expected Years of Schooling (years),"Expected Years of Schooling, female (years)","Expected Years of Schooling, male (years)",Gender Development Index (value),Gender Inequality Index (value),"Gross National Income Per Capita, female (2017 PPP$)","Gross National Income Per Capita, male (2017 PPP$)",Gross National Income Per Capita (2017 PPP$),Human Development Index (value),HDI female,HDI male,Inequality-adjusted Human Development Index (value),Inequality in eduation,Inequality in income,Inequality in life expectancy,Life Expectancy at Birth (years),"Life Expectancy at Birth, female (years)","Life Expectancy at Birth, male (years)","Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)",Overall loss (%),Material footprint per capita (tonnes),"Maternal Mortality Ratio (deaths per 100,000 live births)",Mean Years of Schooling (years),"Mean Years of Schooling, female (years)","Mean Years of Schooling, male (years)",Planetary pressures–adjusted Human Development Index (value),"Population, total (millions)","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)","Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)"
2,Afghanistan,2017,90.342,34.22000333,0.618556701,10.51956487,8.002035141,12.91518521,0.696,0.681,800.8749818,3416.103907,2123.676477,0.485,0.382081775,0.548852368,0.316,45.36517,29.2251,28.06974,63.016,66.099,60.105,21.17,73.16,34.84536082,1.3022,681.8075592,2.411230008,1.269706647,3.424496651,0.482,35.6434175,27.44479495,72.55520505,5.182189941,19.18350951
2,Afghanistan,2018,88.431,34.032113,0.617283951,10.53785992,7.987030029,12.96442032,0.701,0.678,761.2153687,3373.607531,2082.113799,0.486,0.383898464,0.547874087,0.318,45.36517,29.2251,27.506069,63.081,66.458,59.923,19.61,71.05,34.56790123,1.3271,663.4275029,2.554690003,1.53004998,3.41869998,0.483,36.686784,27.44479495,72.55520505,5.485574961,18.1040597
2,Afghanistan,2019,86.803,33.87052,0.81300813,10.62129205,8.020075111,13.09576951,0.7,0.676,739.77883,3456.606979,2112.986381,0.492,0.38715745,0.553457617,0.323,45.36517,29.2251,27.02129,63.565,66.677,60.619,18.06,68.95,34.3495935,1.5055,644.2725467,2.698149999,1.790393313,3.412903309,0.488,37.7694985,27.24358974,72.75641026,5.78895998,17.02460988
2,Afghanistan,2020,84.296,33.67465633,0.819672131,10.70538475,8.053256911,13.22844948,0.695,0.674,670.9962486,3275.057369,1986.803772,0.488,0.38137318,0.548740892,0.321,45.36517,29.2251,26.433699,62.575,65.432,59.866,16.5,66.84,34.22131148,1.5554,620.4075093,2.841609995,2.050736646,3.407106638,0.484,38.9722305,27.21518987,72.78481013,6.092344999,15.94516007
2,Afghanistan,2021,82.565,33.58521233,0.634249471,10.70538475,8.053256911,13.22844948,0.717,0.653,618.8682881,2430.862265,1534.135377,0.473,0.379129485,0.528559011,0.311,45.36517,29.2251,26.165367,61.982,65.279,58.915,23.33,77.09,34.24947146,1.2351,620.4075093,2.98506999,2.311079979,3.401309967,0.47,40.099462,27.21518987,72.78481013,6.395730019,14.86571026
3,Albania,2017,16.585,13.89087167,4.773869347,15.32594013,15.53131008,15.11301041,0.966,0.145,10252.22661,15339.76755,12802.17594,0.796,0.782182429,0.809305976,0.683,12.33344,23.21014,6.129035,79.047,81.504,76.873,49.57,66.52,14.1959799,10.1361,6.689697872,9.976699829,9.66989994,10.30484009,0.758,2.879355,27.85714286,72.14285714,81.18079376,86.09986877
3,Albania,2018,15.58,13.61178543,4.516938519,15.10783005,15.36147022,14.84558964,0.97,0.139,10910.04366,15686.44904,13302.73303,0.797,0.785035347,0.80911826,0.687,12.33344,22.35084,6.1510763,79.184,81.608,77.037,51.32,67.42,13.80175659,9.716,5.429292408,10.02484799,9.717089367,10.34784518,0.761,2.877013,27.85714286,72.14285714,81.53692426,86.22545725
3,Albania,2019,15.013,13.25548697,4.625,15.1776104,15.43577003,14.90935993,0.972,0.131,11282.14704,15676.46399,13481.9718,0.8,0.78842781,0.810817838,0.692,12.33344,21.17743,6.2555909,79.282,81.666,77.168,52.87,67.93,13.5,9.9268,5.30502305,10.07299615,9.764278793,10.39085028,0.763,2.8738835,29.50819672,70.49180328,81.89305475,86.35104572
3,Albania,2020,14.672,12.91216517,4.846938776,14.75971985,15.01955986,14.49291039,0.978,0.129,11153.64445,14983.69514,13069.1277,0.784,0.775403713,0.793219864,0.682,12.33344,19.73435,6.6687055,76.989,79.676,74.632,54.45,68.91,13.01020408,10.4704,8.276445584,10.12114431,9.811468219,10.43385538,0.746,2.8668485,29.50819672,70.49180328,82.24918524,86.47663419
3,Albania,2021,14.517,12.9528082,5.222929936,14.57174969,14.84924984,14.28942013,0.981,0.117,12550.78289,16252.40873,14399.78047,0.785,0.777866227,0.792941754,0.682,12.33344,19.73435,6.7906346,76.463,79.173,74.087,56.08,69.91,13.12101911,11.5865,8.276445584,10.12114431,9.811468219,10.43385538,0.744,2.85471,35.71428571,64.28571429,82.24918524,86.47663419
4,Algeria,2017,12.872,21.38347667,6.233062331,15.02369785,15.60298426,14.47106179,0.872,0.417,4025.750082,18955.50127,11633.27212,0.738,0.671933641,0.770989583,0.577,33.68956,16.80919,13.65168,75.743,76.821,74.7,17.13,66.04,21.81571816,10.0178,89.1435423,7.086853504,6.507614699,7.661738049,0.692,41.136546,21.32231405,78.67768595,42.06248335,48.84111959
4,Algeria,2018,12.654,21.15957433,6.351351351,15.11653423,15.73522325,14.52562549,0.873,0.405,3941.312977,18654.74249,11438.08358,0.74,0.673421135,0.771200597,0.579,33.28262,16.80919,13.386913,76.066,77.205,74.966,17.34,65.84,21.75675676,10.3809,79.49120666,7.053561687,6.501927419,7.601198977,0.693,41.927007,21.32231405,78.67768595,42.34324577,48.15642062
4,Algeria,2019,12.303,21.06549433,5.929919137,15.20937061,15.86746224,14.58018918,0.877,0.397,3939.609086,18491.95024,11353.52181,0.742,0.676862242,0.771786764,0.582,33.28262,16.80919,13.104673,76.474,77.76,75.238,17.45,65.68,21.56334232,9.065,76.71433947,7.020269871,6.496240139,7.540659904,0.698,42.7053685,21.54882155,78.45117845,42.62400818,47.47172165
4,Algeria,2020,12.057,20.962807,5.616438356,15.30220699,15.99970124,14.63475288,0.879,0.396,3709.098381,17305.9126,10634.88398,0.73,0.666723869,0.758643255,0.573,33.28262,16.80919,12.796611,74.453,75.912,73.082,17.53,65.59,21.50684932,8.7299,77.69478932,6.987443608,6.490567748,7.481537359,0.689,43.451666,21.06135987,78.93864013,42.91045642,46.81516971
4,Algeria,2021,11.714,20.84087133,5.675675676,15.39504337,16.13194023,14.68931658,0.882,0.457,3786.828917,17604.03085,10823.11813,0.74,0.677675003,0.768169354,0.582,33.28262,16.80919,12.430804,76.377,77.959,74.879,17.57,65.53,21.35135135,8.6074,77.69478932,6.987443608,6.490567748,7.481537359,0.698,44.1779685,7.481751825,92.51824818,42.91045642,46.81516971
6,Andorra,2017,6.404,9.859477567,,11.92259026,11.96364021,11.8990097,,,,,54906.34823,0.86,,,0.775,10.0065,14.40248,5.1694527,82.98,85.434,80.717,,,9.88372093,,,10.73232317,10.66255665,10.80163034,,0.0738365,32.14285714,67.85714286,73.18958028,75.06848145
6,Andorra,2018,6.08,9.856854633,,11.92751026,11.88763046,11.97976971,,,,,54904.29006,0.863,,,0.777,10.0065,14.40248,5.1615839,82.992,85.434,80.748,,,9.965237543,,,10.90854645,10.83456326,10.98218028,,0.0750135,32.14285714,67.85714286,74.89531962,76.97478485
6,Andorra,2019,5.985,9.8541179,,11.92630959,11.87524033,11.97282982,,,,,55035.01786,0.865,,,0.779,10.0065,14.40248,5.1533737,83.004,85.434,80.778,,,9.942196532,,,11.08476973,11.00656986,11.16273022,,0.076343,46.42857143,53.57142857,76.60105896,78.88108826
6,Andorra,2020,6.091,9.943633767,,11.91193008,11.87710953,11.94482994,,,,,48026.39049,0.843,,,0.758,10.0065,14.40248,5.4219213,79.023,83.192,75.763,,,10.08303677,,,11.260993,11.17857647,11.34328016,,0.0777,46.42857143,53.57142857,78.3067983,80.78739166
6,Andorra,2021,5.887,9.902296567,,11.98771,12.00349045,11.9749403,,,,,51128.3475,0.855,,,0.77,10.0065,14.40248,5.2979097,80.368,84.324,77.172,,,9.941520468,,,11.43721628,11.35058308,11.5238301,,0.079034,46.42857143,53.57142857,80.01253764,82.69369507
7,Angola,2017,145.235,37.26607,2.177554439,12.1676,11.5354,12.9099,0.896,0.547,5697.752179,7874.582331,6772.546424,0.597,0.564906117,0.630612752,0.373,34.17144,46.40414,31.22263,61.68,64.019,59.331,58.62,66.63,37.52093802,4.7651,252.8048541,5.521099768,4.251930402,6.966546839,0.584,30.208628,30.45454545,69.54545455,20.42647097,39.60819482
7,Angola,2018,142.575,37.00980367,2.006688963,12.1676,11.5354,12.9099,0.902,0.537,5429.001966,7212.947316,6310.063799,0.598,0.566721264,0.628470094,0.374,34.17144,46.40414,30.453831,62.144,64.717,59.582,65.82,71.92,37.45819398,4.3608,233.0962642,5.626794086,4.321092221,7.039582919,0.586,31.273533,30.45454545,69.54545455,20.73093576,38.87611197
7,Angola,2019,141.278,40.65750067,1.507537688,12.1676,11.5354,12.9099,0.889,0.533,4638.567914,7228.519455,5918.032996,0.597,0.561023508,0.631406585,0.346,34.17144,58.06592,29.735142,62.448,64.922,59.977,73.03,77.2,42.04355109,3.0915,227.6869649,5.734511785,4.391379026,7.113384697,0.588,32.353588,30.0,70.0,21.03540054,38.14402913
7,Angola,2020,139.825,40.38311133,1.683501684,12.1676,11.5354,12.9099,0.906,0.529,4823.101218,6168.069689,5487.669515,0.594,0.564139616,0.622442299,0.345,34.17144,58.06592,28.911974,62.261,64.982,59.584,73.88,77.68,41.91919192,3.6951,221.9064903,5.844291601,4.462809114,7.1879602,0.584,33.428486,30.0,70.0,21.33986532,37.41194629
7,Angola,2021,138.402,40.14169767,1.525423729,12.1676,11.5354,12.9099,0.898,0.529,4438.483138,6248.437323,5332.94813,0.59,0.557096361,0.620342003,0.344,34.17144,58.06592,28.187733,61.643,64.307,59.029,74.73,78.16,41.69491525,3.5943,221.9064903,5.844291601,4.462809114,7.1879602,0.581,34.5037735,29.54545455,70.45454545,21.33986532,37.41194629
8,Antigua and Barbuda,2017,30.352,,,15.54034768,16.64575269,14.46734435,,,,,19701.74462,0.824,,,,,,5.4084444,78.268,80.721,75.52,,,,,21.1225203,10.5178822,,,,0.091119,20.0,80.0,,
8,Antigua and Barbuda,2018,27.548,,,15.53100208,16.67919781,14.42830334,,,,,20907.67572,0.828,,,,,,5.1987162,78.511,81.0,75.724,,,,,18.86736001,10.52733136,,,,0.0916255,31.42857143,68.57142857,,
8,Antigua and Barbuda,2019,30.83,,,15.5216621,16.71271014,14.38936768,,,,,21761.67633,0.831,,,,,,5.0490227,78.691,81.171,75.909,,,,,18.91320322,10.53678052,10.3526632,10.54564384,,0.0921165,31.42857143,68.57142857,,
8,Antigua and Barbuda,2020,32.959,,,15.51232774,16.74628979,14.35053709,,,,,17222.93616,0.82,,,,,,4.9473948,78.841,81.316,76.061,,,,,21.24794783,10.54622968,10.3442228,10.59597506,,0.092664,31.42857143,68.57142857,,
8,Antigua and Barbuda,2021,33.11,,,15.51232774,16.74628979,14.35053709,,,,,17420.06637,0.819,,,,,,4.7463059,78.497,80.941,75.775,,,,,21.24794783,10.54622968,10.3442228,10.59597506,,0.0932195,31.42857143,68.57142857,,
9,Argentina,2017,57.783,12.24447223,9.144196952,17.84296989,19.27321053,16.47525024,0.994,0.325,16492.49491,29629.41366,22994.82645,0.853,0.841661809,0.846455196,0.745,6.20843,22.51794,8.0070467,76.833,80.085,73.526,48.01,70.92,12.66119578,18.0606,38.24380532,11.01644516,11.17962503,10.82360506,0.775,44.054616,38.90577508,61.09422492,71.65208561,70.05344457
9,Argentina,2018,51.029,12.36516543,8.098591549,17.85782051,19.31155968,16.46805,0.998,0.303,16073.82981,27889.08013,21922.97222,0.852,0.84267074,0.84454992,0.744,5.95182,23.33001,7.8136663,76.999,80.329,73.631,49.52,71.01,12.67605634,15.3536,33.94483178,11.10470009,11.29545975,10.88024044,0.783,44.413596,39.51367781,60.48632219,72.29857059,70.58499141
9,Argentina,2019,46.153,12.36082343,7.620164127,18.08637047,19.63068962,16.61041069,0.998,0.291,15699.07932,26820.92525,21205.4712,0.853,0.843581654,0.844949318,0.744,5.7873,23.66641,7.6287603,77.284,80.681,73.857,50.3,71.41,12.77842907,14.2447,32.60260512,11.12439013,11.34355974,10.86911011,0.788,44.74552,39.87730061,60.12269939,72.94505558,71.11653826
9,Argentina,2020,39.866,12.3575682,7.491082045,18.36116028,20.03861046,16.75852013,0.999,0.303,14476.2118,23983.33115,19183.11525,0.841,0.832788419,0.833979413,0.734,5.69376,23.67966,7.6992846,75.892,79.285,72.546,46.81,66.38,12.72294887,14.2373,44.90007716,11.14408016,11.39165974,10.85797977,0.778,45.036032,40.72948328,59.27051672,73.59154056,71.6480851
9,Argentina,2021,39.065,11.8552085,7.701421801,18.97950935,20.91489983,17.13032913,0.99,0.296,15303.16408,26999.27963,21093.47399,0.844,0.832734391,0.841562592,0.741,5.34544,22.59534,7.6248455,75.39,78.647,72.182,50.48,71.15,12.20379147,14.0088,44.90007716,11.14408016,11.39165974,10.85797977,0.779,45.27678,44.3768997,55.6231003,73.59154056,71.6480851
1,Armenia,2017,21.379,10.0073488,4.774193548,13.59181023,13.80740992,13.37729009,0.987,0.254,9134.171483,17536.90305,12949.74955,0.775,0.76707715,0.776795564,0.696,2.93495,18.95179,8.1353064,74.906,79.381,69.92,52.76,70.57,10.19354839,9.8092,25.00066974,11.18758965,11.18344975,11.19266987,0.738,2.851923,18.0952381,81.9047619,96.13687897,97.15171814
1,Armenia,2018,19.533,10.192764,5.889884763,13.82147026,14.06499004,13.58549023,0.994,0.24,9921.658249,17730.19201,13459.01813,0.781,0.775674162,0.780279398,0.699,2.93495,19.82759,7.815752,75.064,79.601,69.992,63.4,75.6,10.4993598,12.7895,25.10139587,11.23515987,11.22947311,11.24217669,0.735,2.836557,18.0952381,81.9047619,96.09171295,97.118131
1,Armenia,2019,19.041,8.983380167,5.196451204,13.99892044,14.26832008,13.74180031,0.999,0.219,11136.41083,18627.14295,14521.83832,0.789,0.785722485,0.786866811,0.716,2.93495,16.51976,7.4954305,75.439,79.856,70.403,66.33,76.17,9.252217997,10.6107,24.93800427,11.2827301,11.27549648,11.29168351,0.748,2.8206015,23.48484848,76.51515152,96.04654694,97.08454386
1,Armenia,2020,18.571,7.7963199,4.031209363,14.07796955,14.40810013,13.76198959,1.005,0.223,10228.8343,16775.15061,13181.64894,0.769,0.769557919,0.765450692,0.708,2.93495,13.1877,7.2663097,72.173,76.996,67.051,62.61,71.14,7.932379714,7.0442,27.18972179,11.33030033,11.32151985,11.34119034,0.738,2.8056085,23.48484848,76.51515152,96.00138092,97.05095673
1,Armenia,2021,18.511,8.363881467,4.521963824,14.43037987,14.7423296,14.13381004,1.011,0.202,10735.43075,17573.38101,13813.88142,0.774,0.776964338,0.76863294,0.708,2.93495,15.12082,7.0358744,72.043,77.35,66.554,62.8,71.84,8.527131783,8.0231,27.18972179,11.33030033,11.32151985,11.34119034,0.739,2.7909735,33.64485981,66.35514019,96.00138092,97.05095673
10,Australia,2017,10.43,8.6103412,23.79935966,21.95104027,22.39792061,21.5082798,0.966,0.096,34605.95676,59764.34663,47086.51429,0.937,0.919359674,0.951435962,0.854,4.50189,17.77822,3.5509136,83.001,84.986,81.005,59.86,70.7,8.858057631,36.1911,4.771442981,12.42234039,12.45786953,12.38570023,0.714,24.5903335,32.74336283,67.25663717,92.82467651,93.19235229
10,Australia,2018,9.983,8.887197,22.63549416,20.42849922,21.00312996,19.86491966,0.97,0.092,35840.01841,58857.00321,47256.85514,0.941,0.924958443,0.953702707,0.855,4.74472,18.4899,3.426971,83.387,85.389,81.376,60.52,70.96,9.139213603,33.261,4.42425208,12.55362034,12.61787033,12.48748016,0.728,24.97923,32.74336283,67.25663717,93.47260284,93.40454865
10,Australia,2019,8.938,8.905315033,20.51009564,21.37561989,22.01021004,20.74703026,0.97,0.08,36008.75257,58275.26899,47054.49255,0.941,0.924707337,0.953356386,0.854,4.74472,18.4899,3.4813251,83.11,85.096,81.124,60.97,71.12,9.245483528,27.6537,5.085506667,12.65668964,12.70242977,12.60929966,0.748,25.35717,36.56387665,63.43612335,93.87374878,94.0198288
10,Australia,2020,8.081,8.692916667,19.93670886,20.93943977,21.73601913,20.1547699,0.967,0.074,36766.3672,59554.66785,48074.57131,0.948,0.930064914,0.961623306,0.863,4.74472,18.4899,2.84413,84.324,85.719,82.889,60.21,70.04,8.966244726,27.8755,2.941509495,12.72681999,12.81058979,12.63971043,0.759,25.6700505,36.72566372,63.27433628,94.58006287,94.43006897
10,Australia,2021,8.096,8.657533233,19.49420443,21.0800209,21.98143005,20.19375992,0.97,0.073,37647.30245,58654.45483,48075.67425,0.949,0.931899711,0.960858597,0.865,4.74472,18.4899,2.7379797,84.526,85.84,83.172,61.23,70.64,8.85142255,27.5779,2.941509495,12.72681999,12.81058979,12.63971043,0.764,25.921089,37.88546256,62.11453744,94.58006287,94.43006897
11,Austria,2017,6.991,7.372051633,14.00437637,15.94421005,16.31934929,15.59510994,0.966,0.072,38412.102,69434.64129,53665.02668,0.914,0.896325802,0.927672022,0.845,2.9996,15.84823,3.2683249,81.639,83.899,79.285,56.01,66.43,7.549234136,24.8952,5.144606386,12.15911961,11.84228992,12.49717999,0.786,8.797496,33.60655738,66.39344262,100.0,100.0
11,Austria,2018,5.855,6.8506218,14.50381679,16.02190971,16.37925911,15.6898098,0.966,0.061,38712.10935,71175.09388,54677.54634,0.917,0.898546257,0.930220941,0.852,2.91745,14.50334,3.1310754,81.686,83.991,79.301,56.06,66.84,7.088331516,26.9724,5.826252275,12.20790482,11.91015005,12.52545977,0.784,8.8405125,34.83606557,65.16393443,100.0,100.0
11,Austria,2019,5.499,7.1955301,13.80434783,16.07625008,16.45075035,15.7252903,0.969,0.053,40488.36095,71305.54361,55647.00605,0.92,0.903286908,0.93217111,0.852,2.85519,15.38413,3.3472703,81.908,84.195,79.533,56.15,66.72,7.391304348,24.9103,5.495700908,12.25669003,11.97801018,12.55373955,0.793,8.8799395,38.52459016,61.47540984,100.0,100.0
11,Austria,2020,5.363,6.924020667,13.5371179,16.12446976,16.5221405,15.74913979,0.974,0.052,39496.17292,65815.67567,52446.03371,0.916,0.902151972,0.926511719,0.851,2.52241,15.02185,3.227802,81.504,83.906,79.054,55.9,65.95,7.096069869,25.2022,5.228388414,12.30571367,12.04894857,12.57887231,0.792,8.907777,38.52459016,61.47540984,100.0,100.0
11,Austria,2021,5.521,6.954053133,14.7826087,16.36746025,16.83849907,15.92267036,0.977,0.052,41209.31665,67931.05051,54360.74096,0.92,0.908226054,0.929696551,0.855,2.87264,14.7326,3.2569194,81.58,84.084,79.043,56.09,66.43,7.065217391,28.0657,5.228388414,12.30571367,12.04894857,12.57887231,0.784,8.922082,39.3442623,60.6557377,100.0,100.0
52,Azerbaijan,2017,47.11,6.894988667,5.437665782,13.23709515,13.3316894,13.16047226,0.95,0.314,8668.594583,18645.15709,13587.53119,0.754,0.730944701,0.769450634,0.701,3.5639,3.587569,13.533497,72.248,75.467,68.953,62.9,69.7,7.029177719,8.9198,26.8930122,10.54459953,10.2201004,10.89439964,0.713,10.071567,16.8,83.2,93.68460083,97.50074768
52,Azerbaijan,2018,45.088,7.368657333,6.208718626,13.31929016,13.43628025,13.21609974,0.952,0.312,9010.650795,18178.97873,13533.53249,0.757,0.735066637,0.772444187,0.701,3.5844,5.702734,12.818838,72.76,75.708,69.693,63.1,69.7,7.397622193,11.2447,27.5997784,10.54176044,10.21189976,10.89671993,0.71,10.1525215,16.8,83.2,93.61727905,97.5059967
52,Azerbaijan,2019,49.404,7.160826,5.643044619,13.48124027,13.6485796,13.33430004,0.954,0.317,9571.897269,18334.69595,13897.39335,0.762,0.740912477,0.776722013,0.707,3.5519,5.702734,12.227844,73.102,75.832,70.23,63.3,69.7,7.217847769,9.1772,26.86957153,10.5429697,10.2091198,10.90130997,0.719,10.232753,16.80672269,83.19327731,93.6227417,97.56490326
52,Azerbaijan,2020,41.797,7.304447333,5.67867036,12.63204002,12.72764969,12.54786015,0.976,0.333,10088.08437,17371.22269,13683.77025,0.722,0.712016501,0.72963501,0.669,3.5519,5.702734,12.658708,66.868,70.998,62.986,64.0,69.8,7.340720222,9.4575,40.76367015,10.55612992,10.21799194,10.91843537,0.681,10.284951,17.3553719,82.6446281,93.5774011,97.57326992
52,Azerbaijan,2021,40.079,6.859257,5.420054201,12.67770004,12.73447037,12.62804985,0.973,0.327,10696.8926,18217.42839,14408.1067,0.738,0.726160775,0.746644707,0.687,3.5519,5.702734,11.323137,69.366,73.287,65.646,64.2,70.1,6.910569106,8.5633,40.76367015,10.55612992,10.21799194,10.91843537,0.698,10.312992,18.18181818,81.81818182,93.5774011,97.57326992
12,Bahamas,2017,26.67,18.03656017,10.34482759,11.76039663,12.03071601,11.48727571,1.007,0.333,28332.60774,37544.90649,32753.61997,0.812,0.814565635,0.808838513,0.655,6.9139,37.55426,9.6415205,73.632,77.17,70.04,69.42,75.35,19.33497537,17.469,77.33281179,12.46443281,12.57602892,12.35913752,0.728,0.39902,21.81818182,78.18181818,87.47806113,89.74545607
12,Bahamas,2018,26.371,17.97231527,9.828009828,11.80405766,12.07538061,11.52992277,1.007,0.332,28019.36001,36877.40441,32265.5103,0.814,0.816209713,0.810611451,0.657,6.9139,37.55426,9.4487858,73.806,77.32,70.225,69.78,75.26,19.28746929,16.7289,77.08031361,12.55286464,12.65845653,12.4574462,0.734,0.4019065,21.81818182,78.18181818,87.23857287,89.83850897
12,Bahamas,2019,26.022,19.49952067,9.476309227,11.84771869,12.12004521,11.57256982,0.997,0.335,28186.33423,36759.42722,32291.86455,0.802,0.800194309,0.802866107,0.636,6.9139,37.55426,14.030402,71.205,73.83,68.445,70.24,75.08,20.69825436,15.4805,82.02698746,12.64192386,12.7414244,12.55653686,0.726,0.404557,21.81818182,78.18181818,86.99974025,89.93165835
12,Bahamas,2020,25.84,17.77788077,8.145363409,11.89137971,12.16470981,11.61521687,1.006,0.331,21369.65342,28222.74969,24649.01825,0.798,0.80056505,0.795706016,0.646,6.9139,37.55426,8.8654823,72.677,76.27,69.102,67.01,72.52,19.04761905,12.9553,77.05063334,12.73161494,12.82493607,12.65641572,0.733,0.4064715,21.81818182,78.18181818,86.76156148,90.02490432
12,Bahamas,2021,25.686,17.73575253,9.136420526,11.89137971,12.16470981,11.61521687,1.006,0.335,24563.91033,32123.49641,28178.29448,0.799,0.801515851,0.796632119,0.647,6.9139,37.55426,8.7390976,71.598,75.096,68.121,68.96,73.91,19.02377972,16.3336,77.05063334,12.73161494,12.82493607,12.65641572,0.726,0.4079055,20.0,80.0,86.76156148,90.02490432
13,Bahrain,2017,13.239,,24.45213379,16.06158066,16.91293907,15.48458958,0.933,0.236,20470.80606,61538.08009,46185.09071,0.867,0.824863033,0.883753147,,15.6586,,5.0037541,79.689,81.116,78.612,43.04,86.37,,27.3982,15.3881192,9.586489677,9.132490158,9.798859596,0.655,1.456834,15.0,85.0,68.06703186,74.34480286
13,Bahrain,2018,11.627,,23.29545455,16.06510925,16.58230972,15.80702019,0.931,0.203,20212.63555,61724.03337,46224.43292,0.88,0.836430963,0.898659407,,12.4916,,4.8726506,79.857,81.195,78.816,42.4,86.51,,25.218,13.74494536,10.54808998,10.42420006,10.60783958,0.675,1.4873395,18.75,81.25,77.85112,80.93598175
13,Bahrain,2019,9.676,,25.22522523,16.43700027,16.98129082,16.14517975,0.964,0.194,33342.50064,54976.5311,46857.13387,0.888,0.868575096,0.901044143,,12.4916,,4.7664437,80.019,81.319,78.98,42.33,86.16,,24.9088,14.50395559,10.79733992,10.60428524,10.89054966,0.664,1.4941885,18.75,81.25,78.87734604,82.0080719
13,Bahrain,2020,9.185,,24.88687783,16.39122709,16.98966408,16.00690651,0.963,0.197,31548.34434,52788.58217,44780.53541,0.884,0.8636048,0.897164112,,8.8248,,4.6026936,79.174,80.433,78.165,41.85,85.54,,23.5735,15.89788184,11.04658985,10.78437042,11.17325974,0.664,1.477469,18.75,81.25,79.90357208,83.08016205
13,Bahrain,2021,8.676,,23.98190045,16.3454539,16.99803734,15.86863327,0.935,0.192,21717.93517,62040.68089,46757.30276,0.884,0.84256302,0.901353194,,8.8248,,4.5067406,78.76,80.018,77.757,42.43,85.77,,19.6832,15.89788184,11.04658985,10.78437042,11.17325974,0.672,1.4632655,18.75,81.25,79.90357208,83.08016205
16,Bangladesh,2017,78.29,29.67936667,1.92926045,10.9198904,11.19707966,10.6523304,0.905,0.538,2941.159766,7078.239361,4997.565265,0.622,0.586502214,0.648295023,0.435,35.55633,35.7195,17.76227,71.788,73.95,69.822,36.35,80.67,30.06430868,4.402,183.3970229,6.270249844,5.639239788,6.905029774,0.61,161.7939635,20.28571429,79.71428571,38.46088028,46.80007172
16,Bangladesh,2018,78.359,29.447451,2.044025157,11.39918995,11.6511898,11.15711021,0.895,0.531,2917.318763,7776.77237,5331.387686,0.636,0.594480221,0.66451341,0.445,35.55633,35.7195,17.066523,72.567,74.346,70.889,37.17,80.79,30.03144654,4.8511,172.1354678,6.385879993,5.798319817,6.998960018,0.623,163.683958,20.28571429,79.71428571,39.8609314,47.58908081
16,Bangladesh,2019,77.678,29.82370667,2.167182663,11.67276001,12.02892971,11.32941532,0.907,0.521,3170.056918,8244.965376,5689.300542,0.646,0.60849742,0.670612215,0.449,37.31177,35.7195,16.43985,72.806,75.09,70.713,38.25,81.15,30.49535604,5.0147,157.1610609,6.549980164,5.977169991,7.140940189,0.632,165.516222,20.63037249,79.36962751,41.12942123,48.35039139
16,Bangladesh,2020,76.411,29.59952,1.97869102,11.94633007,12.40666962,11.50172043,0.907,0.502,3272.145361,8413.176878,5822.800881,0.657,0.619430608,0.68291174,0.458,37.31177,35.7195,15.76729,71.968,73.957,70.187,38.74,81.27,30.2891933,4.5993,123.0282527,7.379059792,6.755380154,8.020810127,0.644,167.4209505,20.91690544,79.08309456,43.65986785,50.50793677
16,Bangladesh,2021,75.496,29.52483933,2.114803625,11.94633007,12.40666962,11.50172043,0.908,0.5,3518.545078,8966.290086,6220.542581,0.662,0.624948823,0.68795021,0.462,37.31177,35.7195,15.543248,72.381,74.267,70.599,39.15,81.39,30.21148036,4.6834,123.0282527,7.379059792,6.755380154,8.020810127,0.648,169.356251,20.85714286,79.14285714,43.65986785,50.50793677
14,Barbados,2017,41.438,21.11701033,,16.24217267,17.81335858,14.66093746,1.025,0.333,12931.4012,18237.50674,15471.38989,0.803,0.809424136,0.789675827,0.611,5.54685,48.98357,8.820611,76.936,78.841,74.863,60.51,68.61,23.91033624,,47.35327532,9.77397843,10.14543839,9.068963963,,0.279187,19.60784314,80.39215686,94.70501333,85.44321003
14,Barbados,2018,42.154,21.0478079,,16.33778243,17.969644,14.6977483,1.026,0.315,12659.35791,18005.6251,15219.56441,0.804,0.81094031,0.790217602,0.612,5.54685,48.98357,8.6130037,77.067,78.958,75.013,59.47,68.06,23.88059701,,47.09738351,9.813339513,10.21396059,9.078918918,,0.2796885,27.45098039,72.54901961,95.04546273,85.72213237
14,Barbados,2019,42.163,20.9838596,,16.43395498,18.1273006,14.73465157,1.028,0.309,12786.61822,17724.12276,15151.97401,0.806,0.813295469,0.790911723,0.614,5.54685,48.98357,8.4211588,77.257,79.123,75.23,59.03,65.87,23.82133995,,46.62337123,9.852700596,10.28248279,9.088873873,,0.2801795,29.41176471,70.58823529,95.38591214,86.00105471
